index,pid,lat,lng,heading,degree,date,location
0,KYUDLOPaywuOngRUMBfE6g,48.149888335675406,11.56860603377793,5.12618882003233,293.708984375,2023-09,"Munich, Bavaria"
1,FTjbcYI5GPOqSmJfd5VG4w,48.14987327203851,11.568663155823076,5.194172398443219,297.6041564941406,2023-09,"Munich, Bavaria"
2,dfw7DepxqMV1d2xfCDCv2Q,48.14984314476473,11.568777399913365,5.241468541506371,300.3140258789062,2023-09,"Munich, Bavaria"
3,T1VOf8ljili8R0U50M7P2Q,48.149807996278646,11.568910684685369,5.155681198576085,295.3987731933594,2023-09,"Munich, Bavaria"
4,qYX0ZPbLanBsX1Gx4MCiVA,48.14977284779256,11.569043969457374,5.132678410976635,294.08081054687506,2023-09,"Munich, Bavaria"
5,G3i2BY-vM_goWMhnz00JXw,48.14973769930648,11.569177254229377,5.140567759389886,294.5328369140625,2023-09,"Munich, Bavaria"
6,CXuuB2yDaxeDUT5s9Nn8KQ,48.149707572032696,11.569291498319666,5.156692667158098,295.4567260742188,2023-09,"Munich, Bavaria"
