index,pid,lat,lng,heading,degree,date,location
0,2OjnDXv3LvkmqK6u1Vlsew,48.14841247515226,11.568407770055572,3.54771033875699,203.2688293457031,2023-07,"Munich, Bavaria"
1,bC05qe_3Tu5FHY2kj7HlXA,48.148371874960986,11.568382496549937,3.5437661971825833,203.0428466796875,2023-07,"Munich, Bavaria"
2,KWUdByQiY29WPZRczuNZGw,48.14827037448279,11.568319312785851,3.5547464103569806,203.6719665527344,2023-07,"Munich, Bavaria"
3,rcxhK-EIcKH2cUwiZYeVJQ,48.1481688740046,11.568256129021766,3.5978342262655905,206.1407165527344,2023-07,"Munich, Bavaria"
4,Ds8NRwfyAHzlM8vbxFWuKw,48.148087673622044,11.568205582010496,3.6300771175831783,207.9880981445312,2023-07,"Munich, Bavaria"
5,iHWj6vHPA8dvG9T9LE9opw,48.14800647323949,11.568155034999227,3.6048266220237024,206.5413513183594,2023-07,"Munich, Bavaria"
6,nq9n_rupZYzYJqw-lgBfjg,48.147904972761296,11.56809185123514,3.562697810423629,204.12754821777344,2023-07,"Munich, Bavaria"
7,nBvJ9eHh8hcqUJvb_jr9bw,48.1478034722831,11.568028667471054,3.542178154224569,202.9518585205078,2023-07,"Munich, Bavaria"
8,J9JkzoZ0LNBvqFmOR_QZUA,48.147701971804906,11.567965483706967,1.9542722158484043,111.97154998779298,2022-01,"Munich, Bavaria"
